,일자,식사명,식사내용
10468,20090511,저녁식사,"고등어추어탕,깍두기(손칼),부추장떡,비빔만두,쌀밥,풋고추된장무침"
10469,20090511,점심식사2,"배추김치,스틱단무지무침,쌀밥,야채샐러드,야채스프,치즈함박스테이크&데미"
10470,20090512,아침식사,"깻잎순볶음,도라지생채,된장찌개,배추김치,쇠고기가지볶음,쌀밥,화인쿨,흑임자죽"
10471,20090512,아침식사2,"딸기잼(1회용),아몬드후레이크,야채(치매),야채샐러드,옥수수스프(경양식),우유,프렌치토스트&모닝빵"
10472,20090512,점심식사,"갈치그릴구이,마파두부,멸치아몬드볶음,배추김치,쌀밥,오이부추무침,콩나물국"
10473,20090512,저녁식사,"미트볼탕수,배추김치,쌀밥,오징어야채볶음,잡채(어묵),치커리무생채,콩가루배추국"
10474,20090512,점심식사2,"계란후라이,김치볶음밥,깍두기(손칼),떡샐러드,오이부추무침,콩나물국"
10475,20090513,아침식사,"꽈리고추찜,누룽지,닭불고기(180),배추김치,시금치계란국,쌀밥,월동초겉절이,피크닉"
10476,20090513,아침식사2,"딸기잼(1회용),리브샌드&토스트&모닝빵,모듬샐러드,복숭아아이스티,야채(치매),크림스프(경양식),토스트&모닝빵"
10477,20090513,점심식사,"감자채카레볶음,꽁치무조림,배추김치,쌀밥,아욱국,쫄면야채무침,참나물무침,홍초"
10478,20090513,저녁식사,"가자미구이,땅콩흑콩조림,배추김치,시금치나물,쌀밥,짬뽕국,해파리냉채"
10479,20090513,점심식사2,"단무지,돈까스,배추김치,쌀밥,야채샐러드,크림스프(경양식)"
10480,20090514,아침식사,"무채국,배추김치,섭산적단호박조림,쌀밥,야채죽,오이생채,자반고등어찜2,화인쿨"
10481,20090514,아침식사2,"딸기잼(1회용),모듬샐러드,쇠고기스프(경양식),야채(치매),야채토스트,우유,후르츠펀치"
10482,20090514,점심식사,"계란찜,꽈리고추멸치볶음(잔멸치),다시마채무침(무),동태무조림,배추김치,쌀밥,육개장"
10483,20090514,저녁식사,"낙지쭈꾸미볶음,단무지잔파무침,배추김치,비름나물,시금치된장국,탕수냉채"
10484,20090514,점심식사2,"미역된장국,미트소스스파게티,배추김치,쌀밥(반공기),양상치샐러드,오징어볼튀김,피클"
10485,20090515,아침식사,"갈치무조림,누룽지,두유,배추김치,쌀밥,오징어무국,참나물겉절이,팽이계란전"
10486,20090515,아침식사2,"딸기잼(1회용),모듬샐러드,샌드위치&모닝빵,야채(치매),오렌지쥬스,옥수수스프(경양식),우유"
10487,20090515,점심식사,"가자미튀김양념,떡샐러드,배추김치,요구르트,유부된장국,잔파생채,카레라이스"
10488,20090515,저녁식사,"감자조림,고추지무침,꽁치소금구이,닭개장,배추김치,숙주삼색나물,쌀밥"
10489,20090515,점심식사2,"단무지,배추김치,쌀밥,야채샐러드,옥수수스프(경양식),요구르트,치킨함박스테이크"
10490,20090516,아침식사,"배추김치,브로컬리초회,쇠고기영양탕,쌀밥,양미리무조림,어묵곤약조림,콩나물죽,화인쿨"
10491,20090516,아침식사2,"딸기잼(1회용),모듬샐러드,아몬드후레이크,야채(치매),야채스프,우유,프렌치토스트&모닝빵"
10492,20090516,점심식사,"감자수제비국,떡갈비간장조림,배추김치,쌀밥,연근조림,오징어콩나물찜,월동초겉절이"
10493,20090516,저녁식사,"계란파국,김치볶음,시금치나물,쌀밥,열무김치,온두부&볶음김치,이면수/데리야끼소스"
10494,20090516,점심식사2,"돈까스,배추김치,스틱단무지무침,쌀밥,야채샐러드,야채스프"
10495,20090517,아침식사,"고등어무조림,근대국,누룽지,배추김치,비름초무침,실치고추볶음,쌀밥,피크닉"
10496,20090517,아침식사2,"딸기잼(1회용),모듬샐러드,브로컬리스프,야채(치매),우유,토스트&모닝빵,햄구이(경양식),후르츠펀치"
10497,20090517,점심식사,"가지나물,계란말이,미역국,배추김치,쇠고기야채볶음,쌀밥,치커리무생채"
10498,20090517,저녁식사,"건새우호박국,마늘쫑건새우볶음,배추김치,부추김무침,쌀밥,오징어순대,쭈꾸미볶음"
10499,20090517,점심식사2,"배추김치,브로컬리스프,쌀밥,야채샐러드,치즈함박스테이크&데미,피클"
10500,20090518,아침식사,"꽁치두부찌개,누룽지,배추김치(양식),쌀밥,연근조림,오이쑥갓무침,콩가루배추국,화인쿨"
10501,20090518,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),여러가지야채,우유,크림스프(경양식),토스트&모닝빵,후르츠펀치"
10502,20090518,점심식사,"가자미찜,돈육간장강정,배추김치,쌀밥,잔파생채,참타리애호박볶음,콩나물국"
10503,20090518,저녁식사,"건취나물볶음,떡볶이,배추김치,북어무국,소방어무조림,팽이부추겉절이"
10504,20090518,점심식사2,"단무지,돈까스,배추김치,쌀밥,야채샐러드,크림스프(경양식)"
10505,20090519,아침식사,"가지전,다시마채무침,배추김치(양식),쌀밥,야채국,쭈꾸미볶음,피크닉,흑임자죽"
10506,20090519,아침식사2,"딸기잼(1회용),아몬드후레이크,야채샐러드,여러가지야채,옥수수스프(경양식),우유,프렌치토스트&모닝빵"
10507,20090519,점심식사,"깐풍만두,닭살찜닭소스조림,배추김치,비름초무침,식혜,쌀밥,짬뽕국,흰콩곤약조림"
10508,20090519,저녁식사,"감자조림,마늘쫑지무침,배추김치,손만두국,쌀밥,오징어콩나물찜,월동초겉절이"
10509,20090519,점심식사2,"단무지,모듬튀김(만.당.오),배추김치,쌀밥(반공기),열무된장무침,유부된장국,쫄면"
10510,20090520,아침식사,"누룽지,동태무조림,두유,배추김치(양식),쇠고기당면국,쌀밥,어묵양파볶음,참나물무침"
10511,20090520,아침식사2,"딸기잼(1회용),리브샌드&토스트&모닝빵,모듬샐러드,복숭아아이스티,야채스프,여러가지야채,토스트&모닝빵"
10512,20090520,점심식사,"고등어무조림,김치국,깍두기(손칼),돌나물레몬생채,두부양념장구이,쌀밥,청양풍잡채,토마토화채"
10513,20090520,저녁식사,"가지나물,돈육야채볶음,무채국,배추김치,쌀밥,양배추,다시마쌈,오이생채"
10514,20090520,점심식사2,"단호박과일샐러드,배추김치,생선까스&타르,쌀밥,야채샐러드,야채스프,피클"
10515,20090521,아침식사,"누룽지,닭불고기(180),미나리나물,배추김치(양식),비엔나마늘쫑볶음,쌀밥,콩나물국,화인쿨"
10516,20090521,아침식사2,"딸기잼(1회용),모듬샐러드,쇠고기스프(경양식),야채토스트,여러가지야채,우유,후르츠펀치"
10517,20090521,점심식사,"꽁치무조림,미역줄기볶음,배추김치,쌀밥,오징어잔파무침,월동초겉절이,탕국"
10518,20090521,저녁식사,"꽈리고추찜,명엽채흑임자볶음,배추김치,쇠고기계란장조림,쌀밥,쑥갓돌나물겉절이,청국장찌개"
10519,20090521,점심식사2,"단무지,배추김치,비빔만두,열무된장국,월동초나물,해물볶음밥"
10520,20090522,아침식사,"갈치무조림,감자채카레볶음,미역국,배추김치(양식),쌀밥,치커리무생채,콩나물죽,피크닉"
10521,20090522,아침식사2,"딸기잼(1회용),모듬샐러드,샌드위치&모닝빵,여러가지야채,옥수수스프(경양식),우유,홍초"
10522,20090522,점심식사,"대추차,도라지생채,돈육야채볶음,배추김치,부추전,시래기된장지짐,쌀밥,어묵무국"
10523,20090522,저녁식사,"감자수제비국,깻잎양념절임,모듬묵무침,배추김치,쌀밥,열무된장무침,조기구이"
10524,20090522,점심식사2,"돈까스,배추김치,스틱단무지무침,쌀밥,야채샐러드,옥수수스프(경양식)"
10525,20090523,아침식사,"고등어김치찌개,깍두기(손칼),누룽지,마늘쫑무침,새송이피망볶음,시금치계란국,쌀밥,화인쿨"
10526,20090523,아침식사2,"딸기잼(1회용),모듬샐러드,아몬드후레이크,여러가지야채,우유,크림스프(경양식),프렌치토스트&모닝빵"
10527,20090523,점심식사,"고추잡채,꽃빵,단무지,배추김치,시금치나물,유부된장국,자장면"
10528,20090523,저녁식사,"가지나물,닭살찜닭소스조림,동태찌개,땅콩조림,배추김치,소면야채무침,쌀밥"
10529,20090523,점심식사2,"단무지,배추김치,쌀밥,야채샐러드,치킨함박스테이크,크림스프(경양식)"
10530,20090524,아침식사,"누룽지,돈육굴소스볶음,배추김치(양식),부추겉절이,북어무국,쌀밥,우유,칼슘쥐포조림"
10531,20090524,아침식사2,"두유,딸기잼(1회용),모듬샐러드,야채스프,여러가지야채,토스트&모닝빵,후르츠펀치"
10532,20090524,점심식사,"계란후라이,동태무조림,미숫가루2,비빔된장,열무김치비빔밥"
10533,20090524,저녁식사,"건파래볶음,꽁치소금구이,두부찌개,배추김치,쇠고기당면국,쌀밥,청경채겉절이"
10534,20090524,점심식사2,"돈까스,배추김치,스틱단무지무침,쌀밥,야채샐러드,야채스프"
10535,20090525,아침식사,"가지토마토소스볶음,꽈리고추찜,누룽지,닭불고기(180),배추김치(양식),쌀밥(반공기),오징어무국,우유"
10536,20090525,아침식사2,"딸기잼(1회용),모듬샐러드,스크램블에그(경양식),야채(치매),야채스프,토스트&모닝빵,피크닉,후르츠펀치"
10537,20090525,점심식사,"꽁치한마리구이,마파두부,배추김치,새송이브로컬리볶음,쌀밥,열무된장국,청경채겉절이"
10538,20090525,저녁식사,"도토리묵말이,동태무조림,메추리알조림,석박지,쌀밥,오이생채,흑콩조림"
10539,20090525,점심식사2,"떡갈비바베큐조림,배추김치(양식),양상치샐러드,열무된장국,청경채겉절이,카레라이스"
10540,20090526,아침식사,"돈육샐러리볶음,배추김치(양식),시금치초고추장무침,쌀밥(반공기),어묵양파볶음,우유,콩나물국,흑임자죽"
10541,20090526,아침식사2,"딸기잼(1회용),아몬드후레이크,야채(치매),야채샐러드,옥수수스프(경양식),프렌치토스트&모닝빵,화인쿨"
10542,20090526,점심식사,"건새우마늘쫑볶음,고추지무침,깍두기(손칼),쌀밥,오징어조림,올갱이해장국,칡즙,팽이계란전"
10543,20090526,저녁식사,"두부찌개,배추김치,쌀밥,조기구이,진미간장볶음,치커리무생채,콩가루배추국"
10544,20090526,점심식사2,"단무지,배추김치(양식),쌀밥,야채샐러드,옥수수스프(경양식),치즈함박스테이크&데미,칡즙"
10545,20090527,아침식사,"가자미찜,누룽지,물만두국,배추김치(양식),쌀밥(반공기),우유,통도라지무침,호박새우젓볶음"
10546,20090527,아침식사2,"두유,딸기잼(1회용),리브샌드&토스트&모닝빵,복숭아아이스티,야채(치매),야채샐러드,야채스프"
10547,20090527,점심식사,"고등어김치찌개,돈육강정,무우소박이,미역국,석박지,쌀밥,오이생채"
10548,20090527,저녁식사,"감자조림,날치알계란찜,배추김치,쌀밥,애느타리볶음,어묵무국,참나물겉절이"
10549,20090527,점심식사2,"단무지,돈육강정,무우소박이,배추김치(양식),새싹비빔국수,쌀밥,팽이버섯국"
10550,20090528,아침식사,"깍두기(손칼),꽁치시래기찌개,누룽지,맛쥐포조림,쌀밥(반공기),열무된장무침,우유,해물순두부찌개"
10551,20090528,아침식사2,"딸기잼(1회용),쇠고기스프(경양식),야채(치매),야채샐러드,야채토스트&모닝빵,피크닉,후르츠펀치"
10552,20090528,점심식사,"가자미찜,깍두기(손칼),꽈리고추찜,레몬아이스티,쇠고기영양탕,쌀밥,연근땅콩조림,쫄면야채무침"
10553,20090528,저녁식사,"건파래볶음,닭불고기(180),도라지생채,배추김치,쌀밥,알탕,해물파전"
10554,20090528,점심식사2,"레몬아이스티,배추김치(양식),쇠고기스프,스틱단무지무침,쌀밥,야채샐러드,치즈함박스테이크&데미"
10555,20090529,아침식사,"돈육장조림,맛살꽈리조림,배추김치(양식),부추겉절이,북어해장국,쌀밥(반공기),야채죽,우유"
10556,20090529,아침식사2,"두유,딸기잼(1회용),샌드위치&모닝빵,야채(치매),야채샐러드,옥수수스프(경양식),홍초"
10557,20090529,점심식사,"갈치무조림,계란찜,미나리나물,배추김치,봄나물비빔만두,쌀밥,야채국"
10558,20090529,저녁식사,"고구마샐러드,낙지쭈꾸미볶음,백김치,오이쑥갓무침,유부된장국,잔멸치볶음"
10559,20090529,점심식사2,"더운야채,배추김치(양식),생선까스&타르,쌀밥,양상치샐러드,옥수수스프(경양식),피클"
10560,20090530,아침식사,"근대국,깻잎양념절임,누룽지,동그랑땡계란전,동태무조림,배추김치(양식),쌀밥(반공기),우유"
10561,20090530,아침식사2,"감자튀김(경양식),딸기잼(1회용),아몬드후레이크,야채(치매),야채샐러드,크림스프(경양식),토스트&모닝빵,화인쿨"
10562,20090530,점심식사,"감자채브로콜리볶음,메추리알양송이장조림,미숫가루2,배추김치,비름초무침,쌀밥,이면수/데리야끼소스,짬뽕국"
10563,20090530,저녁식사,"고등어무조림,김치국,깍두기(손칼),다시마채무침,쌀밥,어묵고추볶음,연근새우맛튀김"
10564,20090530,점심식사2,"돈까스,미숫가루2,배추김치(양식),스틱단무지무침,쌀밥,야채샐러드,크림스프(경양식)"
10565,20090531,아침식사,"갈치그릴구이,누룽지,두부찌개,배추김치(양식),쌀밥(반공기),애느타리쇠고기국,우유,치커리비타민겉절이"
10566,20090531,아침식사2,"당근스프(경양식),딸기잼(1회용),야채(치매),야채샐러드,코코볼,토스트&모닝빵,피크닉,후르츠펀치"
10567,20090531,점심식사,"배추김치,부대찌개,시금치나물,쌀밥,오징어야채볶음,잔파생채,탕수육"
10568,20090531,저녁식사,"계란말이,돈육깻잎볶음,배추김치,북어무국,쌀밥,쑥갓돌나물겉절이,칼슘쥐포조림"
10569,20090531,점심식사2,"단무지,당근스프(경양식),배추김치(양식),쌀밥,야채샐러드,치킨함박스테이크"
10570,20090601,아침식사,"누룽지,마늘쫑무침,배추김치(양식),쌀밥(반공기),어묵맛살조림,조기구이,호박새우젓국,화인쿨"
10571,20090601,아침식사2,"딸기잼(1회용),스크램블에그(경양식),야채(치매),야채샐러드,야채스프,우유,토스트&모닝빵,후르츠펀치"
